@piyox2_fms	2016-05-23 18:06:08	お？お？ #EP演習
@oooimooo_fms	2016-05-23 18:06:10	神様#EP演習
@matatsuna	2016-05-23 18:06:14	曲いいな#EP演習
@FMS_Cat	2016-05-23 18:06:14	躊躇なくHELLを選んでいくｗｗ #EP演習
@Ken3_fms	2016-05-23 18:06:16	普通にクオリティ高い#EP演習
@matatsuna	2016-05-23 18:06:16	すげえええええええええ#EP演習
@mkw9977	2016-05-23 18:06:16	ブレイブルーだ！！ #EP演習
@nagistars_fms	2016-05-23 18:06:19	これ普通に難しい奴だ　#EP演習
@layla_0521	2016-05-23 18:06:21	けつこう本格的だ #EP演習
@_Shogo_ND	2016-05-23 18:06:22	え、普通のシューティングゲームだ#EP演習
@fms_panda	2016-05-23 18:06:25	クオリティやべぇ #EP演習
@2n_75	2016-05-23 18:06:26	bgm良い#EP演習
@piyox2_fms	2016-05-23 18:06:26	クオリティ高いしBGM良い #EP演習
@fms3_hy	2016-05-23 18:06:27	レベルは普通ではない#EP演習
@matatsuna	2016-05-23 18:06:27	すげええよく出来てる#EP演習
@matatsuna	2016-05-23 18:06:32	まじかよ#EP演習
@Dalnim___fms	2016-05-23 18:06:33	なんか綺麗#EP演習
@fms_eraser	2016-05-23 18:06:33	弾打ちづらそう #EP演習
@satoon_dz14	2016-05-23 18:06:34	BGMよい #EP演習
@pvcresinfmsfms	2016-05-23 18:06:34	すごい #EP演習
@knt800_run	2016-05-23 18:06:35	昔のゲーム感　#EP演習
@yoh_fms	2016-05-23 18:06:35	正統派なシューティングゲームですねいいですね　 #EP演習
@nnnk7777	2016-05-23 18:06:36	すげえー！ #EP演習
@Ndq_victorwwwww	2016-05-23 18:06:36	BGMブレイブルーか #EP演習
@0334nicole	2016-05-23 18:06:39	hp多くねｗｗｗｗｗ #EP演習
@suminofu_3	2016-05-23 18:06:41	ブレイブルーやん #EP演習
@Fairies_IT	2016-05-23 18:06:46	すごい#EP演習
@fms_eraser	2016-05-23 18:06:48	絶対クリアできないわｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ #EP演習
@UHO_XTU	2016-05-23 18:06:50	ダメージの演出凝ってていい！ #EP演習
@ichi6ra_fms	2016-05-23 18:06:50	色んな種類の動きする敵がいてすごい#EP演習
@ys_405nm	2016-05-23 18:06:53	上手い(こなみ) #EP演習
@HomeiMiyashita	2016-05-23 18:06:54	客席からホールの照明や音量を下げられるシステムをだれかつくってほしい #EP演習
@hakase_I	2016-05-23 18:06:56	完成度高い#EP演習
@Utsuhology	2016-05-23 18:06:57	BGMすき #EP演習
@nagistars_fms	2016-05-23 18:07:00	結構敵の耐久が高い　#EP演習
@FMS_Cat	2016-05-23 18:07:00	敵機のバレルロールがカッコいい！ #EP演習
@admn_fms	2016-05-23 18:07:00	相手特攻隊じゃん笑 #EP演習
@_Shogo_ND	2016-05-23 18:07:02	うまいしｗｗｗ#EP演習
@rider_maru	2016-05-23 18:07:02	すごい #EP演習
@giwara44	2016-05-23 18:07:07	敵の動きとか変則的ですごい！！　#EP演習
@Sy_At_H	2016-05-23 18:07:10	敵は自爆テロしかやってない #EP演習
@0334nicole	2016-05-23 18:07:12	BGM良き #EP演習
@_50i_	2016-05-23 18:07:13	いろんな種類の機体あってよさ#EP演習
@icstomo	2016-05-23 18:07:13	おおー、やってみたい #EP演習
@may_Mfms	2016-05-23 18:07:13	すごい…#EP演習
@fms_sabu	2016-05-23 18:07:13	よく出来てる！#EP演習
@as28_FMS	2016-05-23 18:07:14	敵の種類いろいろあってすごい#EP演習
@sdvx_yuki_fms	2016-05-23 18:07:23	なかなか凝ったシューティングゲームだBGMすこ#EP演習
@fms_eraser	2016-05-23 18:07:23	ボス戦！？ #EP演習
@jura_n0104	2016-05-23 18:07:24	おわらねーww #EP演習
@piyox2_fms	2016-05-23 18:07:24	すげぇな #EP演習
@frogshiso	2016-05-23 18:07:25	機体が回転したり傾いての移動とか細かい作りこみがイイネ！ #EP演習
@larcenciel37	2016-05-23 18:07:26	すごい#EP演習
@matatsuna	2016-05-23 18:07:28	めっちゃきちんと作りこまれてる#EP演習
@Ken3_fms	2016-05-23 18:07:30	クオリティが高くてBGMが良くてなおかつプレイもうまい#EP演習
@HomeiMiyashita	2016-05-23 18:07:31	細かいところがよく出来てる #EP演習
@Fairies_IT	2016-05-23 18:07:33	音楽がいい #EP演習
@auk_key_ikon	2016-05-23 18:07:35	プレイがうまい #EP演習
@mattyan777	2016-05-23 18:07:36	こいつ、このゲームをやり込んでるなッ！ #EP演習
@matatsuna	2016-05-23 18:07:42	ぜひ公開を！！#EP演習
@pvcresinfmsfms	2016-05-23 18:07:43	ボス戦あるのか #EP演習
@_Shogo_ND	2016-05-23 18:07:43	宣伝がうまい#EP演習
@mkk_fms	2016-05-23 18:07:47	めっちゃ作りこんでてすごい#EP演習
@Wovenfate00	2016-05-23 18:07:47	シューティングすげ #EP演習
@Dalnim___fms	2016-05-23 18:07:47	わざがすごい#EP演習
@fms_eraser	2016-05-23 18:07:48	配布かな？ #EP演習
@yoh_fms	2016-05-23 18:07:49	プレイできます　 #EP演習
@ryunryunryun_	2016-05-23 18:07:49	3. 普通のシューティングゲーム難易度HELLをデモプレイ。HP制の背景の変化が美しい。無言でただただプレイする発表スタイル。ボス戦はネタバレなので見せない#EP演習
@0522Kishikishi	2016-05-23 18:07:52	#EP演習 作りこまれてる
@sdvx_yuki_fms	2016-05-23 18:07:52	ぜひやらせてください！#EP演習
@ShokiKoyama	2016-05-23 18:07:54	BOSS見たかった #EP演習
@tkw_fms	2016-05-23 18:07:54	やりたい！ #EP演習
@oooimooo_fms	2016-05-23 18:07:55	BGMも好き内容もすげえ#EP演習
@3846masa	2016-05-23 18:07:56	すごくちゃんとしたシューティングゲーム #EP演習
@fms_eraser	2016-05-23 18:07:56	あらたあああああ #EP演習
@nagistars_fms	2016-05-23 18:08:00	boss戦前でカットだとおおおおおおおお　#EP演習
@taizosorry	2016-05-23 18:08:01	たのしそうvine.co/v/iE0FU9dULOO #EP演習
@pxjsvt_fms	2016-05-23 18:08:02	挑戦は続くパターンか！#EP演習
@hasuki_hnni	2016-05-23 18:08:03	BGMあってたな#EP演習
@7th_FMS	2016-05-23 18:08:03	面白そう！ #EP演習
@fms_eraser	2016-05-23 18:08:04	期待！！！！！！！！ #EP演習  #EP演習
@fms_panda	2016-05-23 18:08:04	強くない？ #EP演習
@fms3_hy	2016-05-23 18:08:05	俺には作れない…#EP演習
@fokkofms	2016-05-23 18:08:06	マスボ回収はしないのね #EP演習
@fms_panda	2016-05-23 18:08:08	期待！！ #EP演習
@fms_pilkul	2016-05-23 18:08:09	素晴らしいなネットに公開していただきたい#EP演習
@shuto_fms	2016-05-23 18:08:09	シューティングゲーム作りこみめっちゃすごかった #EP演習
@knt800_run	2016-05-23 18:08:10	重いな今日　#EP演習
@matatsuna	2016-05-23 18:08:13	強い（確信）#EP演習
@fms_eraser	2016-05-23 18:08:16	反射神経 #EP演習
@Y1yodIvyoTlFiVN	2016-05-23 18:08:17	やりたいです！#EP演習
@hasuki_hnni	2016-05-23 18:08:29	クオリティ高すぎて草生えなかった#EP演習
@Ken3_fms	2016-05-23 18:08:32	反射神経トレーニング#EP演習
@Fairies_IT	2016-05-23 18:08:32	今日はわりと真面目 #EP演習
@0334nicole	2016-05-23 18:08:33	鍛えてみよ～ #EP演習
@knt800_run	2016-05-23 18:08:36	反射神経を鍛えてみよ～　#EP演習
@fms_eraser	2016-05-23 18:08:38	テンション上げていこう！！ #EP演習
@_Shogo_ND	2016-05-23 18:08:38	サルでもできる#EP演習
@oooimooo_fms	2016-05-23 18:08:43	反射神経トレーニング#EP演習
@TK_08y	2016-05-23 18:08:45	STGやりたい　#EP演習
@piyox2_fms	2016-05-23 18:08:45	なんか緊張するなぁ #EP演習
@as28_FMS	2016-05-23 18:08:50	レベル1はサルでもできる#EP演習
@ebikentennis	2016-05-23 18:08:51	あらたー#EP演習
@m_k_fukao	2016-05-23 18:08:51	反射神経！？#EP演習 pic.twitter.com/Vf1TDsE3k7
@satoon_dz14	2016-05-23 18:08:53	猿でもできる #EP演習
@hasuki_hnni	2016-05-23 18:09:02	まあそんな感じですｗ#EP演習
@Ken3_fms	2016-05-23 18:09:03	LEVEL3じゃないのか#EP演習
@piyox2_fms	2016-05-23 18:09:04	まぁそんな感じです #EP演習
@yoh_fms	2016-05-23 18:09:05	反射神経トレーニングげーーーむ #EP演習
@fms_eraser	2016-05-23 18:09:06	説明下手かな？ｗｗｗ #EP演習
@pvcresinfmsfms	2016-05-23 18:09:13	サルのプレイも想定 #EP演習
@HomeiMiyashita	2016-05-23 18:09:14	描画順序を変えるとさらによくなるか？ #EP演習
@matatsuna	2016-05-23 18:09:17	反射神経トレーニング#EP演習
@hasuki_hnni	2016-05-23 18:09:18	クソげー笑#EP演習
@piyox2_fms	2016-05-23 18:09:18	えげつない #EP演習
@larcenciel37	2016-05-23 18:09:20	荒ぶってる #EP演習
@auk_key_ikon	2016-05-23 18:09:20	上がり方がやばい #EP演習
@Fairies_IT	2016-05-23 18:09:20	ど真ん中にはこないのね #EP演習
@giwara44	2016-05-23 18:09:24	残像やばいwww　#EP演習
@ShokiKoyama	2016-05-23 18:09:24	鬼畜www #EP演習
@nagistars_fms	2016-05-23 18:09:24	見えねえｗｗｗｗ　#EP演習
@may_Mfms	2016-05-23 18:09:25	難しすぎる笑 #EP演習
@Ken3_fms	2016-05-23 18:09:26	くそわろた#EP演習
@Dalnim___fms	2016-05-23 18:09:26	はやｗｗｗｗｗｗｗｗ#EP演習
@satoon_dz14	2016-05-23 18:09:26	早いwwwwwwwww #EP演習
@layla_0521	2016-05-23 18:09:27	レベル差が極端すぎるww #EP演習
@fms_sabu	2016-05-23 18:09:28	あ　ら　ぶ　る#EP演習
@_Shogo_ND	2016-05-23 18:09:29	反射神経関係ないｗｗｗ#EP演習
@yoh_fms	2016-05-23 18:09:29	レベ３やばい　 #EP演習
@piyox2_fms	2016-05-23 18:09:30	反射神経関係ないww #EP演習
@FMS_Cat	2016-05-23 18:09:31	運ゲーだｗｗｗｗ #EP演習
@knt800_run	2016-05-23 18:09:32	反射神経の問題じゃない（笑）　#EP演習
@fms_panda	2016-05-23 18:09:33	難易度設定おかしい #EP演習
@taizosorry	2016-05-23 18:09:34	完全にGの動き #EP演習
@as28_FMS	2016-05-23 18:09:35	レベル3は人間じゃできない#EP演習
@oooimooo_fms	2016-05-23 18:09:37	レベル３の難易度#EP演習
@fms_eraser	2016-05-23 18:09:37	わろたｗｗｗｗｗｗ #EP演習
@ryunryunryun_	2016-05-23 18:09:38	4. 反射神経トレーニング！「きたえてみよう〜」LEVEL1は猿でもできる。的が真ん中に来た時にエンター。乱数で場所を表示。LEVEL3は毎フレーム的が動く。#EP演習
@hakase_I	2016-05-23 18:09:39	レベル３鬼畜ｗ#EP演習
@jura_n0104	2016-05-23 18:09:39	いつかgoodが出る #EP演習
@mayo_nekoneko	2016-05-23 18:09:41	おかしい……おかしい……#EP演習
@UHO_XTU	2016-05-23 18:09:42	そんなもんだよな！　#EP演習
@hasuki_hnni	2016-05-23 18:09:47	わんちゃん反射神経で...?#EP演習
@fms3_hy	2016-05-23 18:09:52	去年の俺の音ゲーの消失と同じにおいを感じた#EP演習
@fms_eraser	2016-05-23 18:09:53	おもろいｗｗ #EP演習
@sdvx_yuki_fms	2016-05-23 18:09:53	ｍｓｋ(まあ、そんなかんじです)#EP演習
@Wovenfate00	2016-05-23 18:09:54	極端杉内 #EP演習
@tkw_fms	2016-05-23 18:09:56	的が動くってのが新しいww #EP演習
@kbysyt_MU	2016-05-23 18:09:57	運ゲーじゃねえか！！ #EP演習
@mattyan777	2016-05-23 18:09:57	レベル１：猿用レベル２：人間用レベル３：人間卒業用#EP演習
@yoh_fms	2016-05-23 18:09:57	反射神経ってより運試しゲーム　 #EP演習
@jura_n0104	2016-05-23 18:10:00	来るぞ… #EP演習
@fms_eraser	2016-05-23 18:10:08	チャット #EP演習
@0334nicole	2016-05-23 18:10:10	期待 #EP演習
@hakase_I	2016-05-23 18:10:11	きた#EP演習
@piyox2_fms	2016-05-23 18:10:12	チャットは新しい #EP演習
@yoh_fms	2016-05-23 18:10:14	チャット！？　 #EP演習
@may_Mfms	2016-05-23 18:10:14	おー #EP演習
@fms_panda	2016-05-23 18:10:15	ファっ！？ #EP演習
@7th_FMS	2016-05-23 18:10:17	サーバーとクライアントｗｗｗ  #EP演習
@auk_key_ikon	2016-05-23 18:10:18	やばそう #EP演習
@_Shogo_ND	2016-05-23 18:10:19	お・・・？#EP演習
@as28_FMS	2016-05-23 18:10:21	サーバとクライアント!?#EP演習
@nagistars_fms	2016-05-23 18:10:21	またこれも上級生の分野なんだよなｧ　#EP演習
@HomeiMiyashita	2016-05-23 18:10:22	チャットソフトを作った！！ #EP演習
@taizosorry	2016-05-23 18:10:25	こん #EP演習
@sdvx_yuki_fms	2016-05-23 18:10:25	チャット！？#EP演習
@matatsuna	2016-05-23 18:10:26	サーバーとクライアントちゃんと作ってるだと#EP演習
@mkk_fms	2016-05-23 18:10:28	サーバーとクライアントww#EP演習
@FungiMetalSyoko	2016-05-23 18:10:29	それP演習Ⅱでやるやつじゃん #EP演習
@mayo_nekoneko	2016-05-23 18:10:30	チャット難易度かなり高いんじゃないの#EP演習
@oooimooo_fms	2016-05-23 18:10:31	チャット#EP演習
@m_k_fukao	2016-05-23 18:10:31	チャットソフトか #EP演習
@frogshiso	2016-05-23 18:10:33	サーバとクライアント側がある　おっと #EP演習
